aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
5380,Anna Liz Correia,liammachado@example.net,Administração,Trancado,D,Feminino,37.0,1,4793,1,0,Relacionado(a),1,2,Psicologia da Saúde,Maria Eduarda Ramos,0.56,0,Ruim,Cuidado Intensivo,Luiz Gustavo Guerra,6.01,5,Regular,Enfermagem Geral,Bryan da Conceição,5.87,11,Ruim,Anatomia e Fisiologia,Sr. Kaique Abreu,9.86,13,Ruim,Saúde Pública,Sra. Marina Fonseca,0.95,5,Ruim,0
5381,Dra. Ana Vitória Borges,caldeiraemilly@example.org,Farmácia,Trancado,B,Feminino,18.0,1,8376,0,1,Solteiro(a),2,4,Pesquisa de Mercado,Sr. Fernando da Paz,1.25,4,Ruim,Comportamento do Consumidor,Murilo Ramos,1.93,10,Ruim,Gestão de Marketing,Luiz Otávio Vieira,6.61,15,Ruim,Marketing Digital,Raul Ramos,7.16,5,Bom,Publicidade,Zoe Barbosa,9.87,9,Regular,0
5382,Dr. Breno Oliveira,rpires@example.com,Engenharia de Alimentos,Matriculado,C,Feminino,21.0,1,6881,1,1,Solteiro(a),1,2,Redes de Computadores,Rhavi Nogueira,5.66,8,Regular,Inteligência Artificial,Ravi Lucca Cunha,3.05,8,Ruim,Sistemas Distribuídos,Heloisa Silveira,4.0,3,Ruim,Estruturas de Dados,Aurora da Cruz,6.31,1,Regular,Algoritmos,Laís Pinto,0.57,8,Ruim,0
5383,Anthony Pinto,ralmeida@example.org,Gestão Pública,Matriculado,C,Masculino,24.0,1,8043,0,1,,2,2,Sociologia Geral,Luana Azevedo,8.95,2,Excelente,Antropologia,Ana Júlia Lopes,3.09,12,Ruim,Teoria Social,Cecilia Peixoto,1.1,13,Ruim,Psicologia Social,João Miguel Nascimento,3.48,13,Ruim,Movimentos Sociais,Dom Fogaça,4.61,5,Ruim,0
5384,Ana Sophia Pacheco,bernardoda-luz@example.net,Radiologia,Matriculado,D,Outro,41.0,0,-231039,0,0,Solteiro(a),1,3,Teorias da Personalidade,Guilherme Fonseca,0.22,12,Ruim,Psicologia Social,Maria Júlia Fonseca,7.71,15,Ruim,Psicologia Geral,Luiz Fernando Santos,4.54,8,Ruim,Psicopatologia,Mateus Melo,8.33,5,Bom,Psicologia do Desenvolvimento,Igor das Neves,4.67,4,Ruim,0
5385,Mariana Campos,joaquimvargas@example.net,Artes Visuais,Matriculado,A,Outro,17.0,1,9327,0,1,clique aqui,1,3,Física Aplicada,Marcela Ribeiro,8.76,9,Regular,Cálculo,Sr. Vitor Gabriel Montenegro,5.91,4,Regular,Circuitos Elétricos,Antonella Andrade,5.94,8,Regular,Desenho Técnico,Sr. Lucas Gabriel da Luz,3.31,7,Ruim,Mecânica,Vitória Alves,3.97,12,Ruim,0
5386,Sr. Renan Brito,cavalcantieduarda@example.net,1233E,Trancado,B,Feminino,23.0,0,8290,1,1,Casadoo,2,1,Teoria dos Números,Erick da Rocha,5.95,13,Ruim,Cálculo,Vicente Pastor,0.32,6,Ruim,Probabilidade e Estatística,Gustavo Henrique Moura,9.81,8,Regular,Geometria,Sr. Asafe da Luz,8.07,0,Excelente,Álgebra Linear,Ravy Costela,2.93,10,Ruim,0
5387,Antonella Cunha,costelaisaque@example.net,Moda,Matriculado,A,Masculino,22.0,1,6429,0,0,Relacionado(a),1,4,História da Dança,Maria Laura Silva,7.01,4,Bom,Dança Contemporânea,Diogo Ramos,2.73,12,Ruim,Técnicas de Dança,Esther Cunha,4.15,0,Ruim,Gestão de Eventos de Dança,Ana Carolina Cardoso,9.25,7,Regular,Coreografia,Heloisa Brito,8.48,15,Ruim,0
5388,Carlos Eduardo Montenegro,lpimenta@example.com,Engenharia Elétrica,Matriculado,C,Feminino,36.0,0,4517,1,0,Solteiro(a),2,4,Geopolítica,Ana Carolina Nascimento,6.95,8,Regular,Geografia Física,Ana Lívia Lima,7.5,5,Bom,Geografia Humana,Anna Liz Vieira,7.57,0,Bom,Planejamento Urbano,Dr. Danilo Casa Grande,1.85,11,Ruim,Cartografia,Alexia Casa Grande,5.92,6,Regular,0
5389,Luiz Otávio Cunha,sguerra@example.com,Cinema,Formado,C,Feminino,42.0,1,1764,0,1,Relacionado(a),1,3,Geopolítica,Dr. Marcos Vinicius Cassiano,4.87,2,Ruim,Geografia Humana,Davi Luiz Sales,0.88,14,Ruim,Geografia Física,Srta. Luna Novais,1.03,7,Ruim,Cartografia,José Miguel Novais,5.55,13,Ruim,Planejamento Urbano,Benjamim da Rosa,3.93,5,Ruim,1
5390,Caroline Nunes,nnogueira@example.org,Nutrição,Trancado,B,Masculino,17.0,0,1331,0,0,Relacionado(a),2,4,Pesquisa de Mercado,Sr. Fernando da Paz,0.1,5,Ruim,Comportamento do Consumidor,Murilo Ramos,9.22,3,Excelente,Gestão de Marketing,Luiz Otávio Vieira,7.72,8,Regular,Marketing Digital,Raul Ramos,1.26,12,Ruim,Publicidade,Zoe Barbosa,7.27,3,Bom,0
5391,Heloisa Ramos,allana16@example.com,Radiologia,Matriculado,B,Outro,36.0,0,3163,1,1,Relacionado(a),1,1,História do Teatro,Liam Borges,8.21,15,Ruim,Direção Teatral,Julia Rezende,1.38,5,Ruim,Cenografia,Giovanna Lima,9.68,8,Regular,Roteiro Teatral,Laura Nascimento,3.26,12,Ruim,Iluminação Teatral,Sr. Josué Machado,0.49,6,Ruim,0
5392,Olivia Porto,almeidaravi-lucca@example.org,Artes Visuais,Trancado,C,Outro,23.0,0,2843,0,0,Solteiro(a),2,1,Psicopatologia,Luiz Henrique Viana,2.49,13,Ruim,Psicologia Geral,João Guilherme Correia,7.66,15,Ruim,Teorias da Personalidade,João Guilherme Montenegro,7.92,5,Bom,Psicologia Social,André Nogueira,8.45,9,Regular,Psicologia do Desenvolvimento,Matheus Moura,1.02,2,Ruim,0
5393,Nathan Melo,leandrorocha@example.com,Engenharia de Produção,Matriculado,C,Outro,33.0,1,2479,0,1,Relacionado(a),2,2,Sociologia Geral,Luana Azevedo,1.74,4,Ruim,Antropologia,Ana Júlia Lopes,9.25,13,Ruim,Teoria Social,Cecilia Peixoto,4.38,15,Ruim,Psicologia Social,João Miguel Nascimento,9.51,13,Ruim,Movimentos Sociais,Dom Fogaça,8.22,4,Bom,0
5394,Sra. Maitê Sousa,xsa@example.net,Arquitetura e Urbanismo,Matriculado,C,Feminino,42.0,1,9389,0,1,Solteiro(a),2,1,Psicopatologia,Luiz Henrique Viana,7.66,0,Bom,Psicologia Geral,João Guilherme Correia,5.69,15,Ruim,Teorias da Personalidade,João Guilherme Montenegro,9.86,4,Bom,Psicologia Social,André Nogueira,6.67,15,Ruim,Psicologia do Desenvolvimento,Matheus Moura,2.91,2,Ruim,0
5395,Eloah Camargo,da-luzjoao-vitor@example.net,Engenharia de Produção,Formado,A,Masculino,26.0,1,8209,1,1,Relacionado(a),2,4,Gestão de Escritórios,Aurora Duarte,5.99,2,Regular,Gestão de Pessoas,Pedro Miguel Teixeira,5.0,9,Regular,Atendimento ao Cliente,Alice da Mata,3.52,5,Ruim,Comunicação Empresarial,Milena Câmara,7.54,11,Ruim,Administração do Tempo,Elisa Fonseca,9.74,8,Regular,0
5396,Dra. Ayla Ramos,alvesisis@example.org,Design Gráfico,Matriculado,A,Feminino,42.0,1,4244,1,0,Relacionado(a),2,3,Sociologia,Guilherme Peixoto,9.4,7,Regular,Física,Srta. Luísa da Conceição,6.91,14,Ruim,Matemática,Raquel Siqueira,7.83,8,Regular,História,José Miguel Costa,0.81,5,Ruim,Química,Juliana da Paz,9.48,10,Regular,0
5397,Dr. Marcos Vinicius Vasconcelos,iaraujo@example.net,,Trancado,A,Masculino,17.0,0,2898,0,1,Solteiro(a),1,1,Gestão de Marketing,José Lima,7.8,6,Regular,Comportamento do Consumidor,Ian Mendonça,3.66,5,Ruim,Marketing Digital,Srta. Gabrielly Cardoso,9.14,13,Ruim,Pesquisa de Mercado,Cecilia Cavalcante,3.98,2,Ruim,Publicidade,Luiz Gustavo da Cunha,5.48,9,Regular,0
5398,Ravi Lucca Silva,felipeoliveira@example.net,Pedagogia,Formado,B,Feminino,20.0,0,4837,1,1,Relacionado(a),1,2,Gestão de Escritórios,José Miguel Viana,8.44,15,Ruim,Administração do Tempo,Miguel Freitas,8.85,5,Bom,Comunicação Empresarial,Lucca Guerra,1.75,13,Ruim,Atendimento ao Cliente,Maria Helena Novais,1.25,10,Ruim,Gestão de Pessoas,Maria Sophia Costa,0.85,0,Ruim,0
5399,Vitor Cassiano,caleblopes@example.org,,Matriculado,D,Feminino,31.0,0,2631,1,1,Solteiro(a),1,3,Teorias da Personalidade,Guilherme Fonseca,1.82,5,Ruim,Psicologia Social,Maria Júlia Fonseca,3.14,7,Ruim,Psicologia Geral,Luiz Fernando Santos,8.34,1,Excelente,Psicopatologia,Mateus Melo,1.69,12,Ruim,Psicologia do Desenvolvimento,Igor das Neves,2.97,3,Ruim,0
5400,Lavínia Silveira,maria-julia73@example.com,Artes Visuais,Trancado,A,Masculino,29.0,0,2515,1,0,Solteiro(a),2,1,Fotografia,Davi Miguel Melo,9.23,1,Excelente,História da Arte,Sr. Yan Garcia,6.79,11,Ruim,Arte Digital,Helena Novais,8.81,15,Ruim,Escultura,Ana Liz Gonçalves,6.23,3,Regular,Pintura,Bernardo da Mota,5.4,0,Regular,0
5401,Murilo Silva,enzofreitas@example.com,Psicologia,Trancado,B,Feminino,20.0,1,2446,1,0,Relacionado(a),1,3,Gestão de Escritórios,Renan Moreira,1.12,6,Ruim,Administração do Tempo,Dra. Maysa Carvalho,9.28,2,Excelente,Atendimento ao Cliente,Dra. Raquel Aragão,0.45,12,Ruim,Comunicação Empresarial,Ana Lívia Vargas,0.77,6,Ruim,Gestão de Pessoas,Amanda Lopes,5.98,14,Ruim,0
5402,Luiz Otávio Melo,milena99@example.org,Engenharia Mecânica,Formado,A,Feminino,38.0,1,7628,1,0,Relacionado(a),2,4,Gestão de Escritórios,Aurora Duarte,4.14,12,Ruim,Gestão de Pessoas,Pedro Miguel Teixeira,3.4,1,Ruim,Atendimento ao Cliente,Alice da Mata,4.59,1,Ruim,Comunicação Empresarial,Milena Câmara,6.16,1,Regular,Administração do Tempo,Elisa Fonseca,0.81,7,Ruim,0
5403,Dra. Sara Costa,kaiqueda-paz@example.com,Direito,Matriculado,B,Feminino,36.0,0,6621,1,0,Relacionado(a),1,3,Gestão de Escritórios,Renan Moreira,0.18,14,Ruim,Administração do Tempo,Dra. Maysa Carvalho,2.3,14,Ruim,Atendimento ao Cliente,Dra. Raquel Aragão,8.82,11,Ruim,Comunicação Empresarial,Ana Lívia Vargas,0.43,0,Ruim,Gestão de Pessoas,Amanda Lopes,3.22,7,Ruim,0
5404,Joana Fonseca,moreiramaria-alice@example.org,Análise e Desenvolvimento de Sistemas,Formado,C,Feminino,20.0,0,2520,1,0,INSERT DATA,1,4,Gestão de Marketing,Rafael Silva,8.22,13,Ruim,Comportamento do Consumidor,Caleb da Cunha,3.14,10,Ruim,Pesquisa de Mercado,Cauã da Rocha,9.25,4,Bom,Marketing Digital,Liam Pastor,3.27,0,Ruim,Publicidade,Sra. Maria Luiza Novais,7.01,0,Bom,0
5405,Marcelo Araújo,vinicius42@example.net,Computação,Matriculado,D,Masculino,23.0,1,5286,0,1,Relacionado(a),2,4,Gestão de Hospedagem,Theodoro Oliveira,8.84,5,Bom,Gestão de Alimentos e Bebidas,Ester Correia,9.33,4,Bom,Gestão de Hotelaria,Paulo Casa Grande,1.43,5,Ruim,Marketing de Hotelaria,Lara Pacheco,8.6,12,Ruim,Hospitalidade,Dr. Benício Farias,1.85,11,Ruim,0
5406,Melina Pereira,prodrigues@example.org,Matemática,Trancado,C,Outro,45.0,1,9526,1,1,Solteiro(a),2,2,Sociologia Geral,Luana Azevedo,3.86,8,Ruim,Antropologia,Ana Júlia Lopes,0.77,5,Ruim,Teoria Social,Cecilia Peixoto,9.7,11,Ruim,Psicologia Social,João Miguel Nascimento,3.47,11,Ruim,Movimentos Sociais,Dom Fogaça,9.69,13,Ruim,1
5407,Dr. Luiz Gustavo Rezende,manuellacirino@example.org,Logística,Trancado,A,Outro,37.0,0,-932932,1,0,INSERT DATA,1,1,Gestão de Marketing,José Lima,7.05,9,Regular,Comportamento do Consumidor,Ian Mendonça,5.87,4,Regular,Marketing Digital,Srta. Gabrielly Cardoso,1.08,9,Ruim,Pesquisa de Mercado,Cecilia Cavalcante,7.62,8,Regular,Publicidade,Luiz Gustavo da Cunha,8.28,6,Regular,0
5408,Sra. Maria Cecília Rios,andraderavi@example.net,Secretariado Executivo,Formado,D,Outro,33.0,0,8928,0,0,Solteiro(a),1,2,Psicologia da Saúde,Maria Eduarda Ramos,9.37,10,Regular,Cuidado Intensivo,Luiz Gustavo Guerra,8.99,13,Ruim,Enfermagem Geral,Bryan da Conceição,6.76,2,Regular,Anatomia e Fisiologia,Sr. Kaique Abreu,2.26,9,Ruim,Saúde Pública,Sra. Marina Fonseca,3.53,15,Ruim,0
5409,Milena Garcia,qcirino@example.net,Relações Internacionais,Matriculado,B,Outro,29.0,0,2073,0,1,Solteiro(a),1,3,Gestão de Escritórios,Renan Moreira,5.06,15,Ruim,Administração do Tempo,Dra. Maysa Carvalho,2.07,13,Ruim,Atendimento ao Cliente,Dra. Raquel Aragão,8.26,8,Regular,Comunicação Empresarial,Ana Lívia Vargas,0.57,14,Ruim,Gestão de Pessoas,Amanda Lopes,8.87,2,Excelente,0
5410,Isis Pires,monteirobento@example.net,Biologia,Formado,A,Masculino,42.0,1,4830,0,1,Relacionado(a),1,1,Gestão de Marketing,José Lima,5.18,3,Regular,Comportamento do Consumidor,Ian Mendonça,1.3,3,Ruim,Marketing Digital,Srta. Gabrielly Cardoso,2.46,7,Ruim,Pesquisa de Mercado,Cecilia Cavalcante,0.14,2,Ruim,Publicidade,Luiz Gustavo da Cunha,4.9,15,Ruim,0
5411,Otávio Moura,lcardoso@example.org,Ciências Contábeis,Trancado,C,Feminino,18.0,1,1150,1,0,Solteiro(a),1,3,Geopolítica,Dr. Marcos Vinicius Cassiano,6.12,11,Ruim,Geografia Humana,Davi Luiz Sales,3.28,0,Ruim,Geografia Física,Srta. Luna Novais,4.18,6,Ruim,Cartografia,José Miguel Novais,2.84,4,Ruim,Planejamento Urbano,Benjamim da Rosa,7.5,12,Ruim,0
5412,Felipe Correia,daniel30@example.net,Física,Formado,C,Feminino,22.0,0,1102,0,1,Relacionado(a),1,2,Redes de Computadores,Rhavi Nogueira,0.01,12,Ruim,Inteligência Artificial,Ravi Lucca Cunha,4.92,0,Ruim,Sistemas Distribuídos,Heloisa Silveira,7.92,7,Regular,Estruturas de Dados,Aurora da Cruz,6.78,7,Regular,Algoritmos,Laís Pinto,2.24,3,Ruim,0
5413,Alexia Carvalho,davi91@example.org,Psicologia,Trancado,C,Masculino,-5.0,0,,1,0,Relacionado(a),2,4,Geopolítica,Ana Carolina Nascimento,4.83,9,Ruim,Geografia Física,Ana Lívia Lima,9.91,13,Ruim,Geografia Humana,Anna Liz Vieira,4.55,2,Ruim,Planejamento Urbano,Dr. Danilo Casa Grande,9.19,11,Ruim,Cartografia,Alexia Casa Grande,7.7,1,Bom,0
5414,Benjamim Cunha,matheus50@example.net,Educação Especial,Matriculado,A,Outro,17.0,0,8500,1,1,Relacionado(a),2,3,Sociologia,Guilherme Peixoto,3.17,4,Ruim,Física,Srta. Luísa da Conceição,8.62,14,Ruim,Matemática,Raquel Siqueira,9.61,0,Excelente,História,José Miguel Costa,7.57,5,Bom,Química,Juliana da Paz,1.5,0,Ruim,0
5415,Ana Sophia Novais,jviana@example.net,Jogos Digitais,Matriculado,D,Feminino,29.0,0,3116,0,0,Solteiro(a),1,4,Relações Públicas,Calebe Sampaio,5.21,13,Ruim,Marketing Digital,Vicente Porto,2.26,9,Ruim,Comunicação Publicitária,João Gabriel Casa Grande,0.47,15,Ruim,Publicidade Criativa,Milena Farias,8.05,5,Bom,Comportamento do Consumidor,Sr. Josué da Cruz,8.05,2,Excelente,0
5416,Luísa Porto,alopes@example.net,Teatro,Formado,A,Outro,36.0,1,3756,1,0,Solteiro(a),1,3,Física Aplicada,Marcela Ribeiro,1.92,0,Ruim,Cálculo,Sr. Vitor Gabriel Montenegro,6.07,6,Regular,Circuitos Elétricos,Antonella Andrade,7.07,0,Bom,Desenho Técnico,Sr. Lucas Gabriel da Luz,6.52,9,Regular,Mecânica,Vitória Alves,2.77,7,Ruim,0
5417,Felipe da Mata,jgarcia@example.net,Serviço Social,Matriculado,C,Outro,27.0,1,4912,1,1,Relacionado(a),2,1,Psicopatologia,Luiz Henrique Viana,4.28,7,Ruim,Psicologia Geral,João Guilherme Correia,0.24,4,Ruim,Teorias da Personalidade,João Guilherme Montenegro,2.53,5,Ruim,Psicologia Social,André Nogueira,6.51,1,Regular,Psicologia do Desenvolvimento,Matheus Moura,9.9,8,Regular,0
5418,Sofia da Paz,camposevelyn@example.org,Educação Física,Trancado,D,Feminino,17.0,0,7994,0,1,Relacionado(a),1,1,Gestão de Projetos de TI,Ana Beatriz Rezende,3.92,7,Ruim,Banco de Dados,Raul das Neves,5.08,2,Regular,Sistemas de Informação Empresarial,Nicolas Macedo,1.64,0,Ruim,Desenvolvimento de Software,Benicio Fernandes,8.81,11,Ruim,Análise de Sistemas,Sr. Gustavo Farias,8.86,11,Ruim,0
5419,Alana Costa,joao-guilherme45@example.org,Marketing,Formado,D,Masculino,18.0,1,1843,1,0,Solteiro(a),1,2,Psicologia da Saúde,Maria Eduarda Ramos,2.31,15,Ruim,Cuidado Intensivo,Luiz Gustavo Guerra,5.67,4,Regular,Enfermagem Geral,Bryan da Conceição,9.81,9,Regular,Anatomia e Fisiologia,Sr. Kaique Abreu,9.17,0,Excelente,Saúde Pública,Sra. Marina Fonseca,9.6,0,Excelente,0
5420,Sra. Alexia Santos,cauamacedo@example.com,Serviço Social,Matriculado,D,Feminino,25.0,1,1488,0,1,Relacionado(a),1,3,Teorias da Personalidade,Guilherme Fonseca,4.36,11,Ruim,Psicologia Social,Maria Júlia Fonseca,8.19,8,Regular,Psicologia Geral,Luiz Fernando Santos,6.6,6,Regular,Psicopatologia,Mateus Melo,0.0,4,Ruim,Psicologia do Desenvolvimento,Igor das Neves,5.07,2,Regular,0
5421,Dr. Davi Luiz Nunes,fonsecaluna@example.com,Educação Especial,Formado,C,Masculino,25.0,1,2025,1,0,Relacionado(a),2,1,Psicopatologia,Luiz Henrique Viana,8.05,12,Ruim,Psicologia Geral,João Guilherme Correia,5.5,4,Regular,Teorias da Personalidade,João Guilherme Montenegro,4.05,4,Ruim,Psicologia Social,André Nogueira,4.27,10,Ruim,Psicologia do Desenvolvimento,Matheus Moura,9.28,14,Ruim,0
5422,Mariana Pinto,montenegromaria-julia@example.com,Arquitetura e Urbanismo,Trancado,B,Outro,41.0,0,7108,1,0,Solteiro(a),2,4,Pesquisa de Mercado,Sr. Fernando da Paz,1.34,4,Ruim,Comportamento do Consumidor,Murilo Ramos,6.53,15,Ruim,Gestão de Marketing,Luiz Otávio Vieira,7.75,13,Ruim,Marketing Digital,Raul Ramos,8.99,4,Bom,Publicidade,Zoe Barbosa,7.67,8,Regular,0
5423,Bruna da Conceição,eduardomendonca@example.net,Terapia Ocupacional,Formado,D,Masculino,41.0,1,2028,1,0,Relacionado(a),1,2,Psicologia da Saúde,Maria Eduarda Ramos,3.36,6,Ruim,Cuidado Intensivo,Luiz Gustavo Guerra,2.95,1,Ruim,Enfermagem Geral,Bryan da Conceição,7.72,14,Ruim,Anatomia e Fisiologia,Sr. Kaique Abreu,7.29,7,Regular,Saúde Pública,Sra. Marina Fonseca,6.61,0,Regular,0
5424,Srta. Elisa Ribeiro,camarayuri@example.org,Psicologia,Matriculado,D,Masculino,21.0,0,1796,0,1,Solteiro(a),2,4,Gestão de Hospedagem,Theodoro Oliveira,2.47,4,Ruim,Gestão de Alimentos e Bebidas,Ester Correia,0.53,7,Ruim,Gestão de Hotelaria,Paulo Casa Grande,6.49,2,Regular,Marketing de Hotelaria,Lara Pacheco,6.18,3,Regular,Hospitalidade,Dr. Benício Farias,2.79,3,Ruim,0
5425,Sr. Anthony Gabriel Sampaio,moraesthales@example.org,Publicidade e Propaganda,Trancado,C,Feminino,27.0,0,2225,1,1,Relacionado(a),1,3,Geopolítica,Dr. Marcos Vinicius Cassiano,5.78,10,Regular,Geografia Humana,Davi Luiz Sales,4.59,9,Ruim,Geografia Física,Srta. Luna Novais,8.8,3,Excelente,Cartografia,José Miguel Novais,2.24,15,Ruim,Planejamento Urbano,Benjamim da Rosa,1.55,0,Ruim,0
5426,Samuel Martins,ualves@example.com,Veterinária,Matriculado,A,Outro,-5.0,0,9202,1,0,Solteiro(a),2,4,Gestão de Escritórios,Aurora Duarte,5.23,4,Regular,Gestão de Pessoas,Pedro Miguel Teixeira,6.5,14,Ruim,Atendimento ao Cliente,Alice da Mata,4.22,5,Ruim,Comunicação Empresarial,Milena Câmara,3.29,6,Ruim,Administração do Tempo,Elisa Fonseca,3.13,7,Ruim,0
5427,Pedro Henrique Guerra,franciscocasa-grande@example.com,Fisioterapia,Matriculado,B,Masculino,37.0,0,7024,1,0,Relacionado(a),1,1,História do Teatro,Liam Borges,6.34,14,Ruim,Direção Teatral,Julia Rezende,9.79,15,Ruim,Cenografia,Giovanna Lima,7.53,12,Ruim,Roteiro Teatral,Laura Nascimento,8.4,6,Regular,Iluminação Teatral,Sr. Josué Machado,2.84,7,Ruim,0
5428,João Gabriel Cassiano,laura19@example.org,Banco de Dados,Formado,D,Outro,31.0,0,2492,1,1,,2,3,Gestão de Hotelaria,Levi Fonseca,4.28,6,Ruim,Gestão de Alimentos e Bebidas,Zoe Rocha,9.01,9,Regular,Gestão de Hospedagem,Sabrina Rios,6.96,3,Regular,Hospitalidade,Dr. Juan das Neves,4.83,4,Ruim,Marketing de Hotelaria,Arthur Miguel Martins,5.96,12,Ruim,0
5429,Joana Dias,yancaldeira@example.org,Biologia,Matriculado,D,Outro,33.0,1,3733,0,1,Relacionado(a),1,2,Psicologia da Saúde,Maria Eduarda Ramos,9.81,15,Ruim,Cuidado Intensivo,Luiz Gustavo Guerra,5.58,11,Ruim,Enfermagem Geral,Bryan da Conceição,1.63,8,Ruim,Anatomia e Fisiologia,Sr. Kaique Abreu,8.32,0,Excelente,Saúde Pública,Sra. Marina Fonseca,1.63,14,Ruim,0
5430,Vitória Gomes,abarros@example.org,Jogos Digitais,Trancado,A,Feminino,20.0,0,8086,1,1,Relacionado(a),2,4,Gestão de Escritórios,Aurora Duarte,6.81,15,Ruim,Gestão de Pessoas,Pedro Miguel Teixeira,8.63,14,Ruim,Atendimento ao Cliente,Alice da Mata,0.88,2,Ruim,Comunicação Empresarial,Milena Câmara,4.59,10,Ruim,Administração do Tempo,Elisa Fonseca,7.45,3,Bom,0
5431,Murilo Moreira,stephany60@example.net,Moda,Matriculado,B,Feminino,31.0,0,4831,0,1,Relacionado(a),2,3,Algoritmos,Sra. Bianca Santos,4.83,0,Ruim,Estruturas de Dados,Isabella Alves,3.13,14,Ruim,Banco de Dados,Heitor Vargas,1.8,12,Ruim,Programação,Srta. Isabella Moura,5.31,1,Regular,Sistemas Operacionais,Joaquim Pastor,9.21,2,Excelente,0
5432,Luiza Andrade,ana-julia47@example.com,Museologia,Formado,B,XXXXXXXXX,36.0,0,8575,1,0,Solteiro(a),2,2,Fisiologia,Liam Dias,1.14,7,Ruim,Anatomia,Stephany Vasconcelos,6.8,9,Regular,Reabilitação,Melissa Sales,1.48,7,Ruim,Terapia Física,Dr. José Miguel Peixoto,0.28,10,Ruim,Técnicas de Imagem,Brayan Sousa,9.09,1,Excelente,0
5433,Valentim Silveira,pimentafelipe@example.net,Relações Internacionais,Trancado,D,Outro,28.0,1,2444,1,0,Solteiro(a),1,2,Psicologia da Saúde,Maria Eduarda Ramos,0.63,6,Ruim,Cuidado Intensivo,Luiz Gustavo Guerra,2.7,5,Ruim,Enfermagem Geral,Bryan da Conceição,9.49,1,Excelente,Anatomia e Fisiologia,Sr. Kaique Abreu,5.19,14,Ruim,Saúde Pública,Sra. Marina Fonseca,2.92,10,Ruim,0
5434,Dr. Noah Aragão,mouranathan@example.org,Odontologia,Trancado,D,Feminino,,1,6065,1,0,Solteiro(a),2,2,Medicina Veterinária,Dra. Ana Peixoto,9.44,9,Regular,Genética Animal,Luiz Henrique Peixoto,9.14,14,Ruim,Nutrição Animal,Josué Gonçalves,1.05,13,Ruim,Fisiologia Animal,Isadora Machado,8.56,13,Ruim,Produção Animal,Ágatha Aparecida,9.95,11,Ruim,0
5435,Felipe Nunes,naragao@example.net,curso,Trancado,D,Outro,38.0,1,5376,1,1,Solteiro(a),1,1,Gestão de Projetos de TI,Ana Beatriz Rezende,8.86,6,Regular,Banco de Dados,Raul das Neves,0.57,12,Ruim,Sistemas de Informação Empresarial,Nicolas Macedo,9.17,12,Ruim,Desenvolvimento de Software,Benicio Fernandes,7.16,8,Regular,Análise de Sistemas,Sr. Gustavo Farias,4.7,6,Ruim,1
5436,Samuel Costa,luiza89@example.net,Ciências Contábeis,Trancado,D,Masculino,18.0,1,1431,0,1,,2,4,Gestão de Hospedagem,Theodoro Oliveira,6.2,12,Ruim,Gestão de Alimentos e Bebidas,Ester Correia,3.86,0,Ruim,Gestão de Hotelaria,Paulo Casa Grande,9.53,9,Regular,Marketing de Hotelaria,Lara Pacheco,3.79,6,Ruim,Hospitalidade,Dr. Benício Farias,5.18,15,Ruim,0
5437,Maria Flor Aragão,rsilveira@example.com,curso,Trancado,A,Outro,36.0,1,3164,0,1,Relacionado(a),2,1,Fotografia,Davi Miguel Melo,8.63,13,Ruim,História da Arte,Sr. Yan Garcia,8.56,13,Ruim,Arte Digital,Helena Novais,1.75,6,Ruim,Escultura,Ana Liz Gonçalves,6.02,11,Ruim,Pintura,Bernardo da Mota,4.04,7,Ruim,0
5438,Isaque Peixoto,guerraeloa@example.net,Engenharia Química,Trancado,C,Masculino,37.0,0,-230,0,0,Solteiro(a),1,4,Gestão de Marketing,Rafael Silva,4.86,3,Ruim,Comportamento do Consumidor,Caleb da Cunha,0.44,13,Ruim,Pesquisa de Mercado,Cauã da Rocha,5.28,10,Regular,Marketing Digital,Liam Pastor,0.27,6,Ruim,Publicidade,Sra. Maria Luiza Novais,1.77,3,Ruim,0
5439,Stella Brito,da-luzlarissa@example.com,Dança,Formado,C,Masculino,19.0,0,8138,0,1,Relacionado(a),2,3,Gestão de Carreira,Clara Araújo,1.08,8,Ruim,Desenvolvimento Organizacional,Brayan Aparecida,0.92,7,Ruim,Recrutamento e Seleção,Marcos Vinicius Pinto,1.61,7,Ruim,Gestão de Pessoas,Maria Luiza Lima,5.34,12,Ruim,Treinamento e Desenvolvimento,Fernanda Araújo,6.55,3,Regular,0
5440,Srta. Bianca Monteiro,lpastor@example.org,Publicidade e Propaganda,Trancado,B,Feminino,39.0,1,4787,0,1,Solteiro(a),1,2,Gestão de Escritórios,José Miguel Viana,4.14,8,Ruim,Administração do Tempo,Miguel Freitas,2.13,14,Ruim,Comunicação Empresarial,Lucca Guerra,4.23,11,Ruim,Atendimento ao Cliente,Maria Helena Novais,5.97,13,Ruim,Gestão de Pessoas,Maria Sophia Costa,5.98,14,Ruim,0
