id;nome;data_nascimento;curso_id;turma_id;salario_medio;trabalha;cidade;estado;uso_alcool;fuma;uso_drogas;problemas_mentais;frequencia_percentual;media_notas;avaliacoes_realizadas
1538;Vinícius da Mota;2004-03-09;1;10;2666.33;0.0;Brito da Mata;;1.0;0.0;0.0;;50.0;;0
1539;Maria Eduarda Leão;1996-02-15;9;13;1955.86;0.0;Pereira Alegre;BA;0.0;0.0;1.0;;100.0;8.46;4
1540;Isabel Castro;1996-11-03;4;16;1219.03;1.0;Brito Grande;;;0.0;0.0;;33.33;6.51;3
1541;Sr. Renan Cavalcante;1999-11-24;9;11;4260.24;1.0;Ribeiro;SC;1.0;1.0;0.0;;;;0
1542;Bianca Porto;2001-01-21;4;3;1779.46;1.0;Marques;;0.0;0.0;1.0;;100.0;6.86;1
1543;Manuela Dias;2001-03-19;8;3;2716.68;1.0;da Mota das Flores;SE;0.0;0.0;1.0;;50.0;7.59;3
1544;Ana Peixoto;2004-03-28;5;3;1246.5;1.0;Câmara do Oeste;PA;1.0;0.0;0.0;;75.0;4.41;4
1545;Léo Ramos;1995-09-22;6;18;3033.87;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;PR;0.0;1.0;;;100.0;8.91;2
1546;Dr. Valentim Lopes;2002-08-26;6;10;4712.19;1.0;Dias Alegre;!!;;1.0;0.0;;100.0;9.92;1
1547;Ester da Rosa;2000-11-06;3;20;1116.05;1.0;Câmara Paulista;AL;1.0;0.0;0.0;Earum rem doloribus.;33.33;5.79;4
1548;Luna Aragão;2005-04-15;1;17;4061.71;1.0;Oliveira;AP;0.0;0.0;0.0;Incidunt error beatae excepturi deserunt quod cum.;100.0;1.66;1
1549;Dra. Jade Pinto;2002-03-11;10;20;4312.55;0.0;Ramos Paulista;RR;1.0;1.0;0.0;;75.0;6.21;4
1550;Ana Vitória Cavalcanti;2001-02-07;3;6;2118.93;0.0;Sales;AC;0.0;1.0;0.0;;50.0;4.24;2
1551;Maria Cecília Carvalho;2000-05-09;4;12;4652.47;0.0;Monteiro;RR;0.0;0.0;0.0;;;8.03;1
1552;André Farias;2001-11-28;8;19;4899.62;0.0;Mendes do Galho;RN;1.0;0.0;0.0;Adipisci pariatur id beatae consequuntur sint dolore mollitia.;50.0;;0
1553;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2001-11-04;8;8;1651.1;0.0;Pastor das Pedras;RR;0.0;0.0;1.0;;50.0;7.84;1
1554;Ágatha Albuquerque;1998-04-02;5;17;3576.41;0.0;Lima da Mata;RJ;1.0;0.0;0.0;Fuga itaque quod suscipit iure aliquam.;50.0;9.3;1
1555;Sra. Maria Laura Fonseca;1999-09-24;6;20;;1.0;Sales;GO;;1.0;0.0;;;;0
1556;Caroline Correia;2005-07-10;4;12;2596.28;0.0;Lopes de Minas;MA;1.0;1.0;0.0;;0.0;2.46;1
1557;Raquel Rodrigues;2002-10-18;6;10;696.17;0.0;Albuquerque;;1.0;0.0;1.0;;0.0;0.22;1
1558;José Cunha;2000-03-01;5;2;2375.45;1.0;!!!INVALID_DATA!!!;RN;0.0;0.0;;;20.0;2.98;3
1559;Vitor Hugo Martins;1998-02-17;2;5;3508.44;0.0;!!!INVALID_DATA!!!;RN;1.0;;1.0;;50.0;9.78;1
1560;Anna Liz Caldeira;2005-11-10;7;20;4768.97;1.0;Albuquerque;SE;0.0;1.0;1.0;;33.33;6.19;2
1561;Hellena Pimenta;2005-12-27;2;9;1427.15;1.0;Oliveira do Norte;MT;1.0;1.0;0.0;;0.0;2.31;2
1562;Benício Araújo;2003-04-15;1;14;4471.56;1.0;Moura;ES;1.0;1.0;0.0;;0.0;;0
1563;Sophie Pires;1996-08-13;8;18;2583.89;0.0;Cirino de Goiás;;0.0;0.0;1.0;Maiores blanditiis consequuntur impedit excepturi accusantium natus.;71.43;6.73;3
1564;Luiz Gustavo Siqueira;;4;13;0.0;;!!!INVALID_DATA!!!;PB;1.0;1.0;0.0;;50.0;6.55;1
1565;Caleb Alves;1998-02-27;5;14;2167.68;0.0;!!!INVALID_DATA!!!;AL;1.0;;1.0;;33.33;8.48;1
1566;Luigi Lopes;1996-08-31;9;12;2473.1;0.0;Castro;AP;1.0;0.0;1.0;;;8.77;1
1567;Fernanda Lima;2000-08-08;4;17;4661.48;0.0;Pereira da Praia;AM;1.0;1.0;0.0;Quisquam veniam deserunt a voluptatum sequi excepturi.;33.33;5.19;2
1568;Dr. Henrique Casa Grande;2000-08-12;1;7;3222.27;1.0;Correia;AC;0.0;0.0;1.0;Magnam aperiam temporibus quibusdam.;33.33;7.99;1
1569;Olívia Montenegro;1996-07-08;2;17;887.04;1.0;Sousa de Fonseca;MS;0.0;1.0;1.0;;33.33;1.98;1
1570;!!!INVALID_DATA!!!;2000-10-18;4;19;1041.09;0.0;Costa das Pedras;GO;1.0;1.0;1.0;;20.0;;0
1571;Hadassa Gonçalves;2003-12-16;4;9;516.93;0.0;Melo;GO;0.0;1.0;1.0;;60.0;1.83;1
1572;;1997-07-11;4;8;2979.14;0.0;Aragão;SC;1.0;;0.0;;33.33;;0
1573;Sabrina Fonseca;1997-02-03;9;5;1106.71;0.0;Nogueira do Amparo;AL;1.0;1.0;1.0;Veniam dicta est commodi alias voluptatibus accusantium dolor.;0.0;;0
1574;Benício da Costa;1999-04-30;1;1;3419.14;1.0;Ribeiro do Sul;ES;0.0;0.0;1.0;Ad voluptas aliquam non nesciunt ab.;100.0;5.1;3
1575;Maria Alice Montenegro;2000-11-04;1;20;4546.85;;Cassiano do Oeste;PA;0.0;0.0;1.0;;75.0;;0
1576;Cecilia das Neves;1999-03-08;6;12;1994.01;1.0;Sales;MG;0.0;0.0;1.0;;33.33;;0
1577;Enrico Brito;1995-06-14;1;20;3757.14;1.0;Nunes de Goiás;SC;0.0;0.0;0.0;;75.0;;0
1578;Mariane Araújo;2003-02-20;4;17;3247.52;1.0;Abreu de da Rocha;SC;0.0;1.0;1.0;;50.0;;0
1579;Isadora da Paz;1997-04-11;7;2;2998.52;0.0;Montenegro;GO;1.0;0.0;0.0;;20.0;1.07;1
1580;Stella Novais;1995-02-24;9;15;814.15;0.0;Lima da Prata;RN;0.0;0.0;0.0;;50.0;6.24;2
1581;Laura Araújo;2003-03-28;6;11;3386.08;1.0;Aragão da Serra;MT;0.0;1.0;0.0;;33.33;2.83;4
1582;Srta. Catarina Santos;2000-10-20;2;16;2958.38;0.0;Cunha Paulista;SP;0.0;0.0;1.0;At nobis temporibus accusamus.;0.0;5.68;1
1583;Mateus Leão;2005-02-01;8;13;2458.62;0.0;da Mota;XX;0.0;0.0;0.0;Laudantium blanditiis dolorem magnam consequuntur.;100.0;8.14;2
1584;;2005-07-25;6;10;1657.52;0.0;Mendes da Prata;AC;0.0;1.0;0.0;;0.0;4.15;2
1585;Bruno Cassiano;2006-10-18;1;3;1734.81;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;MS;;0.0;0.0;;50.0;6.9;4
1586;Asafe Santos;2005-05-12;3;16;4761.14;1.0;Pimenta;DF;1.0;0.0;1.0;;;3.37;2
1587;Luiz Henrique Pacheco;2004-07-17;10;19;1066.12;0.0;Monteiro;PA;1.0;0.0;1.0;Perferendis vero incidunt voluptatem corporis quas voluptates soluta.;100.0;2.21;1
1588;Pedro Miguel da Paz;2003-02-15;3;4;3801.29;1.0;Araújo;AL;1.0;1.0;0.0;;80.0;0.95;1
1589;Dra. Isabel Moreira;2001-08-29;10;13;4430.05;0.0;Alves;MT;0.0;1.0;1.0;;33.33;4.0;3
1590;Antônio Castro;1997-12-19;7;5;2905.57;0.0;Cunha;PB;1.0;1.0;1.0;;0.0;8.79;1
1591;André da Costa;2004-02-14;4;17;2972.84;0.0;Cavalcante de Santos;AL;1.0;0.0;0.0;;100.0;0.28;1
1592;Dante Freitas;2005-12-28;3;18;2702.56;1.0;;RJ;1.0;0.0;0.0;Commodi laudantium error necessitatibus eum deserunt.;50.0;2.88;1
1593;Srta. Maria Julia Almeida;1996-11-03;4;12;1677.4;0.0;da Cunha;AL;0.0;1.0;0.0;;57.14;2.13;1
1594;Luan Barbosa;1999-04-14;2;11;2214.8;0.0;Mendes;AC;1.0;1.0;0.0;Itaque harum porro veritatis perferendis.;100.0;2.49;2
1595;Ana Sophia Viana;1998-11-05;10;1;1410.99;0.0;Peixoto;GO;0.0;0.0;1.0;;80.0;2.8;2
1596;Apollo Lima;2004-12-17;6;3;3087.27;0.0;Martins do Norte;AP;0.0;;0.0;Non nostrum labore et distinctio magni totam aperiam.;100.0;4.53;2
1597;Kevin Duarte;2005-10-01;2;5;;0.0;Martins do Oeste;ES;0.0;1.0;0.0;;0.0;;0
1598;Dr. João Pedro Pacheco;2005-06-25;10;16;0.0;1.0;Lima;AC;0.0;1.0;0.0;;80.0;4.49;3
1599;Dr. Kevin Fonseca;1997-03-17;5;1;1350.61;0.0;da Luz;RO;0.0;0.0;;;16.67;5.63;2
1600;Sra. Bianca Pires;1999-10-29;5;11;3107.87;1.0;!!!INVALID_DATA!!!;!!;0.0;0.0;1.0;;75.0;4.01;1
1601;Sra. Mariana da Mata;2003-03-23;5;16;1919.96;0.0;Correia da Mata;AP;1.0;1.0;0.0;Voluptatum ratione temporibus repellendus reprehenderit in.;50.0;0.86;1
1602;Maria Julia Abreu;2000-01-28;10;4;4990.42;0.0;Albuquerque;MT;1.0;1.0;0.0;;42.86;6.45;3
1603;Lavínia Cavalcanti;2007-01-31;8;5;1572.65;1.0;Cassiano;SE;1.0;0.0;0.0;;50.0;6.59;2
1604;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;2004-03-10;5;3;1828.21;0.0;da Rosa;PA;0.0;1.0;1.0;;0.0;4.58;2
1605;Raul Pires;;8;16;2747.45;0.0;Brito de Castro;PI;0.0;1.0;0.0;!!!INVALID_DATA!!!;33.33;5.81;3
1606;Giovanna Lima;2007-01-09;7;15;;1.0;Pereira;TO;1.0;1.0;0.0;;33.33;;0
1607;Sabrina Sales;1994-05-19;7;18;2623.87;1.0;Silva;RS;0.0;0.0;0.0;;100.0;;0
1608;Olívia Almeida;1998-08-19;7;6;2811.59;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;AM;0.0;0.0;1.0;;75.0;6.63;2
1609;Dr. Davi Lucca da Cruz;2004-03-22;1;3;2910.12;0.0;!!!INVALID_DATA!!!;PA;1.0;0.0;0.0;;33.33;4.84;3
1610;Sr. Enrico da Cunha;1996-09-01;2;3;4867.08;1.0;Borges do Sul;PE;1.0;0.0;1.0;Voluptatibus unde quae quae.;25.0;3.47;3
1611;Dr. Luiz Otávio Teixeira;2003-08-17;9;2;1561.71;0.0;Carvalho de Vargas;PA;0.0;1.0;1.0;;33.33;0.85;1
1612;Mariah da Cunha;1996-05-15;8;4;4338.51;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;AL;1.0;0.0;0.0;Molestiae aspernatur aperiam totam laboriosam.;33.33;3.99;4
1613;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1995-06-08;10;17;4037.2;1.0;Martins;RJ;0.0;0.0;0.0;Reprehenderit earum rerum similique necessitatibus eum nobis.;;;0
1614;Caio Lopes;1995-09-08;4;1;3514.03;0.0;Moraes;RO;0.0;1.0;0.0;;66.67;3.48;3
1615;Ana Cecília Correia;2006-01-10;10;10;4418.03;0.0;Peixoto da Praia;AL;1.0;0.0;0.0;;75.0;4.89;2
1616;Bella Viana;2005-05-26;6;16;1969.34;1.0;Silveira;PE;0.0;0.0;0.0;;0.0;4.62;2
1617;Zoe Casa Grande;2006-03-06;3;8;2144.0;1.0;Sousa;RR;0.0;1.0;0.0;;50.0;2.42;2
1618;Nicole Pinto;2003-12-27;2;18;0.0;0.0;Lopes;RN;1.0;1.0;1.0;Repudiandae odio illum nostrum dolores aliquam nostrum iste.;100.0;5.13;3
1619;Liam Sales;2000-07-23;5;20;638.56;1.0;Macedo;AC;0.0;1.0;1.0;;40.0;4.94;1
1620;Dr. Luiz Miguel Rios;;3;5;3662.33;;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;MT;1.0;0.0;0.0;Commodi cum pariatur commodi alias perferendis.;25.0;6.18;3
1621;Diego Moraes;2001-01-29;1;11;2893.82;1.0;Cavalcanti da Serra;PR;1.0;1.0;0.0;;100.0;5.37;3
1622;Luísa Novais;1998-12-07;4;14;2960.87;0.0;da Costa;CE;0.0;1.0;1.0;;50.0;7.74;3
1623;Benício Martins;1999-11-08;10;10;2972.92;1.0;Ribeiro Verde;PE;0.0;1.0;0.0;Animi velit ratione accusantium.;25.0;;0
1624;Apollo Ramos;2001-10-21;8;15;0.0;0.0;Rezende;RJ;0.0;0.0;0.0;Quam atque ullam et eveniet ratione quos.;25.0;8.45;1
1625;João Vitor Pereira;2004-02-28;10;19;2327.58;1.0;Mendonça;XX;;1.0;0.0;;75.0;8.93;4
1626;Heloísa Brito;2003-01-09;10;17;3011.96;1.0;Araújo de Rezende;RS;1.0;1.0;1.0;;100.0;6.02;2
1627;Sra. Maria Luiza Silveira;2004-07-08;5;9;4977.01;0.0;Almeida;MT;0.0;1.0;1.0;;50.0;3.8;1
1628;Ian Gonçalves;2004-10-31;8;2;3285.26;0.0;Peixoto do Amparo;CE;1.0;0.0;1.0;;50.0;5.95;2
1629;Maysa Pimenta;1998-11-16;2;9;1129.17;0.0;Viana do Oeste;PB;1.0;1.0;0.0;;0.0;4.33;2
1630;Luigi Sousa;2000-08-07;10;10;710.93;1.0;Nascimento;PR;;0.0;1.0;Dolor cum laborum aliquam assumenda autem ipsa.;66.67;;0
1631;Fernanda Mendonça;2003-06-29;5;12;3440.7;0.0;das Neves;PE;1.0;0.0;0.0;;50.0;5.47;2
1632;Felipe Leão;;1;3;2007.47;0.0;Cunha;PR;1.0;0.0;1.0;;50.0;2.01;1
1633;Bryan da Rosa;1998-12-30;4;17;508.6;0.0;Oliveira das Flores;RR;0.0;0.0;1.0;;0.0;4.76;2
1634;Isis da Cunha;2003-04-17;7;19;2219.13;1.0;Rezende;PE;1.0;0.0;0.0;;50.0;4.38;2
1635;!!!INVALID_DATA!!!;1996-03-01;6;19;1985.69;0.0;Farias;MS;1.0;0.0;1.0;Natus quae cumque exercitationem.;0.0;7.84;1
1636;Yasmin Campos;1997-01-03;10;18;1198.96;1.0;Albuquerque da Serra;MA;0.0;1.0;0.0;;75.0;9.77;1
1637;Asafe Cavalcante;2001-11-07;8;4;4800.92;0.0;Rodrigues;BA;0.0;1.0;1.0;;25.0;3.34;2
1638;Ravy da Costa;2001-12-18;6;14;2197.49;0.0;da Luz;AC;0.0;1.0;0.0;;0.0;4.67;1
1639;Maria Julia da Luz;1995-06-13;6;5;3659.99;;Melo do Galho;BA;0.0;1.0;0.0;;50.0;;0
1640;Lara Correia;1996-10-27;1;1;1915.55;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;RN;0.0;1.0;1.0;;66.67;3.06;2
1641;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;1995-12-16;1;17;4857.71;1.0;Marques do Oeste;ES;1.0;0.0;0.0;;40.0;6.5;3
1642;Emanuella Peixoto;1999-08-22;7;18;3455.8;1.0;Leão do Amparo;RS;;0.0;1.0;;33.33;;0
1643;Marcela Jesus;2000-06-03;3;17;2044.71;0.0;Vargas da Serra;ES;1.0;0.0;0.0;Maxime ipsum quasi est eaque voluptates.;50.0;;0
1644;Isaac Cassiano;1997-02-18;6;9;669.14;1.0;da Cruz da Prata;PR;1.0;1.0;0.0;;100.0;;0
1645;Lorenzo Barros;1996-05-31;1;19;841.82;0.0;Pastor de Aragão;;1.0;0.0;0.0;Amet tenetur ullam ullam vel.;100.0;1.01;2
1646;Antonella Cavalcante;1996-05-27;5;1;4613.59;1.0;da Luz do Campo;DF;0.0;1.0;1.0;Tempora enim error soluta culpa dolores.;100.0;1.33;1
1647;Eduardo Oliveira;1997-11-30;10;9;4803.95;1.0;;MT;1.0;0.0;1.0;;0.0;6.36;1
1648;Liam Borges;2005-04-23;7;18;637.79;1.0;Novais;RS;1.0;0.0;0.0;;40.0;;0
1649;!!!INVALID_DATA!!!;2003-10-20;2;16;3511.77;0.0;!!!INVALID_DATA!!!;!!;1.0;0.0;1.0;;75.0;4.47;2
1650;;2003-04-16;10;7;3956.34;0.0;Monteiro do Amparo;PA;0.0;1.0;1.0;;33.33;8.64;1
1651;Sr. Benício Correia;1999-07-06;1;19;2962.99;1.0;Nunes;SC;1.0;;0.0;;0.0;3.72;3
1652;Luiz Miguel Sá;1995-04-25;9;17;1566.62;1.0;Pastor;AM;0.0;1.0;0.0;;50.0;;0
1653;!!!INVALID_DATA!!!;1994-11-02;9;8;2616.15;0.0;Montenegro Verde;RS;1.0;1.0;0.0;;50.0;7.38;2
1654;Luísa Martins;1995-04-19;6;5;1345.19;0.0;!!!INVALID_DATA!!!;PB;1.0;0.0;0.0;;50.0;4.26;2
1655;Dr. Rael Câmara;1997-04-06;4;13;1452.26;1.0;Sales de Guerra;MS;1.0;0.0;0.0;;28.57;2.31;1
1656;Yago Cavalcanti;2002-07-24;5;17;2630.95;1.0;Novaes;AP;1.0;0.0;0.0;;33.33;9.13;1
1657;Esther Pastor;1995-06-01;6;16;3383.02;0.0;Alves de Goiás;DF;0.0;0.0;1.0;;75.0;6.93;3
1658;Augusto Nogueira;2001-02-19;4;4;4300.42;0.0;Dias do Oeste;MA;1.0;0.0;1.0;;25.0;6.55;2
1659;Ana Carolina Pereira;1998-10-19;5;7;4324.34;0.0;Lopes;MT;0.0;0.0;1.0;Inventore similique et tempora quisquam ut.;60.0;5.99;3
1660;Helena da Costa;1998-03-10;2;1;3023.9;1.0;Câmara de Gonçalves;RO;0.0;0.0;0.0;;100.0;;0
1661;Maria Vitória Costa;2003-05-24;6;4;4872.62;1.0;!!!INVALID_DATA!!!;DF;0.0;1.0;1.0;;66.67;7.52;1
1662;Zoe Costa;1998-08-17;2;16;2434.59;1.0;!!!INVALID_DATA!!!;RS;1.0;1.0;1.0;;80.0;0.79;1
1663;Mariana Leão;2002-03-16;4;6;2450.27;0.0;Abreu do Galho;AM;0.0;1.0;0.0;;0.0;5.21;1
1664;Maria Eduarda Moreira;1999-09-18;8;16;2852.8;1.0;Rezende;MG;1.0;0.0;0.0;;60.0;8.3;1
1665;Dr. Benjamin Camargo;2000-01-28;10;8;2480.92;0.0;Vasconcelos das Flores;RJ;0.0;0.0;1.0;;0.0;3.17;2
1666;Benjamin Caldeira;2006-12-31;9;6;4482.28;1.0;Carvalho das Flores;GO;0.0;1.0;0.0;;100.0;6.69;2
1667;Maria Laura Guerra;1997-02-06;3;10;3564.87;1.0;da Rosa;PE;0.0;1.0;0.0;;0.0;8.28;1
1668;Emilly Peixoto;1999-09-30;9;14;2100.63;1.0;Borges;SC;;0.0;;;100.0;5.26;6
1669;Emanuel da Costa;2002-06-24;6;19;4441.44;0.0;;PA;1.0;1.0;1.0;;40.0;8.88;1
1670;Valentina Correia;2007-03-30;6;6;1850.34;0.0;Moura;!!;1.0;1.0;1.0;;100.0;4.72;1
1671;Bárbara Ferreira;2002-08-10;2;19;3553.68;1.0;Carvalho dos Dourados;AP;1.0;0.0;1.0;;50.0;9.1;2
1672;Dra. Maria Eduarda Abreu;2004-06-03;1;3;889.4;1.0;Oliveira das Flores;AC;;0.0;0.0;;50.0;0.41;2
1673;Renan Casa Grande;1998-04-03;2;18;3195.54;1.0;Silveira de Vasconcelos;CE;0.0;0.0;1.0;Occaecati quos eaque a veritatis.;60.0;6.19;2
1674;Antonella Mendonça;2006-12-29;4;1;2100.88;1.0;!!!INVALID_DATA!!!;PB;0.0;1.0;1.0;;50.0;;0
1675;!!!INVALID_DATA!!!;1998-11-22;5;13;3406.28;1.0;Mendonça de Sousa;MG;1.0;1.0;1.0;;;;0
1676;Léo da Conceição;;5;4;2315.53;1.0;Borges de Goiás;RR;1.0;0.0;1.0;;;4.87;2
1677;Srta. Yasmin Correia;2004-04-04;6;6;4470.15;0.0;Cavalcante;AP;1.0;0.0;1.0;Magnam totam placeat magnam.;50.0;4.09;6
1678;Lara Gonçalves;1994-08-03;10;4;2799.57;1.0;Barbosa de da Cunha;PA;1.0;0.0;1.0;;100.0;;0
1679;Ana Sophia Aparecida;;9;3;2470.97;0.0;Ferreira;!!;0.0;0.0;0.0;;60.0;;0
1680;;2006-08-18;7;2;3583.34;1.0;Mendonça;XX;1.0;0.0;1.0;Suscipit veniam ullam totam.;42.86;8.01;1
1681;Srta. Marina da Rocha;2006-08-25;6;17;728.88;1.0;Cavalcante;MT;1.0;1.0;0.0;;0.0;2.97;1
1682;Benjamim Barbosa;2003-05-04;6;9;1232.83;1.0;Barros do Galho;RJ;;1.0;0.0;;50.0;9.03;1
1683;!!!INVALID_DATA!!!;2001-11-02;8;16;1558.04;1.0;Abreu do Galho;PB;0.0;1.0;1.0;;66.67;2.97;1
1684;Dr. Apollo Câmara;2000-05-13;10;6;3609.66;1.0;Martins de da Rocha;SP;0.0;0.0;1.0;;100.0;2.93;2
1685;Aurora Moraes;2002-08-15;4;2;3505.17;1.0;Azevedo de Cunha;!!;1.0;1.0;0.0;;66.67;5.6;1
1686;Antônio Pimenta;2001-05-19;1;15;3673.52;1.0;Fogaça;DF;1.0;1.0;0.0;;60.0;1.99;2
1687;Felipe Porto;1996-01-22;10;5;3112.65;1.0;Vasconcelos da Serra;TO;0.0;1.0;0.0;;25.0;;0
1688;Dra. Melina Silveira;1999-03-13;7;15;1973.36;0.0;Novaes Grande;SC;0.0;0.0;0.0;;66.67;5.59;2
1689;Maria Liz Ramos;1996-10-19;10;13;3098.91;0.0;Guerra da Prata;PE;1.0;1.0;0.0;;100.0;9.22;1
1690;!!!INVALID_DATA!!!;1996-12-09;9;13;3675.79;1.0;Rezende;MA;1.0;1.0;1.0;;33.33;4.26;3
1691;Dr. Vitor Hugo Duarte;2004-04-11;8;17;3411.92;0.0;Costela;SE;1.0;1.0;0.0;;33.33;;0
1692;Daniela Fogaça;1995-02-28;4;17;0.0;0.0;da Luz;RR;1.0;1.0;0.0;;50.0;2.92;2
1693;Fernando Caldeira;;10;3;2341.41;0.0;Marques;!!;1.0;1.0;1.0;;57.14;2.44;2
1694;Alana Vargas;2002-02-03;4;8;862.14;1.0;Castro;TO;1.0;1.0;0.0;;;5.53;4
1695;Maria Luiza Sousa;1998-05-30;10;14;2050.35;0.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;ES;0.0;0.0;1.0;Error voluptatem at fugiat quam ipsa.;66.67;5.4;2
1696;Lorena Ribeiro;1994-12-03;8;14;1252.81;1.0;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;AP;1.0;1.0;0.0;;33.33;6.78;2
1697;Raul da Conceição;1997-06-28;5;3;2648.53;0.0;Nunes;AP;0.0;1.0;0.0;Sequi delectus suscipit reiciendis.;50.0;4.4;2
1698;Maria Júlia Sousa;2002-06-06;7;3;3927.93;1.0;Santos;AL;1.0;0.0;1.0;;60.0;3.7;3
1699;Davi Lucca Sousa;2002-09-09;10;17;3581.68;1.0;Oliveira de Moura;SP;1.0;;0.0;;20.0;9.05;2
1700;Vicente Marques;1994-08-04;2;17;1704.44;1.0;Costa de Goiás;CE;0.0;1.0;1.0;;50.0;;0
1701;Dra. Mariane Siqueira;1999-05-02;7;14;1081.6;1.0;Martins do Amparo;SC;1.0;1.0;1.0;Delectus saepe voluptate eveniet.;;;0
1702;;2003-12-05;9;5;4365.37;1.0;Cirino;PE;0.0;0.0;0.0;;33.33;5.02;3
1703;Luara Cunha;2001-02-25;2;10;4155.98;0.0;Lima;RO;0.0;1.0;1.0;;100.0;0.52;2
1704;Eduardo Camargo;1999-04-06;6;7;1295.47;1.0;Correia;RS;0.0;1.0;0.0;;25.0;4.97;3
1705;Rafael Macedo;2006-01-10;8;19;781.56;1.0;Gomes;AM;1.0;1.0;1.0;Vero eaque esse natus.;50.0;9.78;1
1706;Anthony Gabriel Fogaça;1995-05-20;4;15;2926.86;0.0;Rezende do Amparo;PI;0.0;0.0;1.0;;25.0;1.81;1
1707;Bento Pinto;1997-12-25;3;3;1085.49;1.0;Cirino de Almeida;MG;1.0;0.0;1.0;Hic voluptate explicabo cupiditate ipsum amet cupiditate.;50.0;6.33;2
1708;Sarah Montenegro;2003-04-19;7;6;4860.56;0.0;da Mota Grande;GO;0.0;1.0;1.0;;100.0;6.18;2
1709;!!!INVALID_DATA!!!;1996-01-24;8;12;1063.44;0.0;Araújo;AC;0.0;1.0;1.0;;33.33;3.98;2
1710;Sra. Luana Cirino;1997-01-30;2;5;2498.97;0.0;Moreira da Prata;GO;1.0;1.0;0.0;!!!INVALID_DATA!!!;60.0;;0
1711;Maya Lopes;2004-01-16;4;6;2513.32;1.0;Gomes da Prata;RS;1.0;1.0;0.0;;100.0;;0
1712;Oliver Pacheco;2002-01-09;4;2;1408.7;1.0;Cassiano;DF;0.0;0.0;0.0;;40.0;;0
1713;Luiza Camargo;1999-05-21;1;12;1686.21;1.0;Costa Paulista;SE;0.0;0.0;0.0;;50.0;;0
1714;;2004-07-31;4;12;1319.83;0.0;Pastor do Oeste;AM;0.0;1.0;0.0;;25.0;8.08;1
1715;Dr. Asafe Vargas;2005-04-17;9;2;2056.03;1.0;da Rocha das Flores;RN;1.0;1.0;1.0;;100.0;9.6;1
1716;Marina Martins;2006-07-01;2;19;3328.37;1.0;Nogueira de Cirino;MS;1.0;0.0;1.0;;37.5;;0
1717;!!!INVALID_DATA!!!;1996-09-22;8;7;0.0;1.0;Sá Grande;PA;0.0;0.0;1.0;Pariatur labore rerum eligendi exercitationem.;66.67;;0
1718;Srta. Camila Vargas;1995-11-22;3;13;4406.14;1.0;Pimenta Paulista;SC;0.0;0.0;0.0;;100.0;1.22;3
1719;Davi Luiz Guerra;2006-01-10;4;19;4749.86;0.0;Vieira;SE;0.0;1.0;0.0;;0.0;5.51;3
1720;Cauê Freitas;;1;10;;;da Cunha de Goiás;SE;1.0;0.0;1.0;;100.0;9.44;2
1721;Lucas Gabriel Albuquerque;;10;17;3629.44;1.0;;SC;1.0;0.0;1.0;;40.0;;0
1722;Antonella da Paz;2004-05-23;2;12;3745.96;0.0;da Cruz Alegre;TO;1.0;1.0;0.0;;100.0;;0
1723;Murilo Cavalcante;2001-06-23;3;7;4916.35;0.0;Monteiro;MA;1.0;1.0;1.0;;66.67;6.33;2
1724;Theo Sá;2001-09-13;7;1;858.79;0.0;Pereira do Amparo;MT;0.0;0.0;0.0;;100.0;;0
